Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_148037_20241219_20241227_02_T1,LC08_L1TP_148037_20241219_20241227_02_T1,LC81480372024354LGN00,2024/12/19,T1,2, 148, 037, 148, 037,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-19 05:29:46,2024-12-19 05:30:18,LGN,DAY,   9.30,   9.30,673,5,    7.923,    5.216,    5.964,LPGS_16.4.0,30.02720506,157.88556008,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,33°10'37.96"N,75°58'30.61"E,34°13'41.88"N,74°44'37.54"E,34°12'29.95"N,77°13'42.10"E,32°07'32.63"N,74°44'59.28"E,32°06'26.21"N,77°10'32.95"E, 33.17721,  75.97517, 34.22830,  74.74376, 34.20832,  77.22836, 32.12573,  74.74980, 32.10728,  77.17582,LC08_L2SP_148037_20241219_20241227_02_T1,LC81480372024354LGN00
LC08_L2SP_148038_20241219_20241227_02_T1,LC08_L1TP_148038_20241219_20241227_02_T1,LC81480382024354LGN00,2024/12/19,T1,2, 148, 038, 148, 038,NADIR,  -0.001,2024/12/27,2024/12/27,2024-12-19 05:30:10,2024-12-19 05:30:42,LGN,DAY,   0.26,   0.26,360,5,    7.419,    5.161,    5.330,LPGS_16.4.0,31.26036114,157.27115258,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,43,WGS84,WGS84,31°44'31.74"N,75°35'06.83"E,32°47'24.50"N,74°22'00.12"E,32°46'43"N,76°48'50.80"E,30°41'04.16"N,74°22'51.13"E,30°40'25.90"N,76°46'24.78"E, 31.74215,  75.58523, 32.79014,  74.36670, 32.77861,  76.81411, 30.68449,  74.38087, 30.67386,  76.77355,LC08_L2SP_148038_20241219_20241227_02_T1,LC81480382024354LGN00
LC09_L2SP_156039_20241219_20241220_02_T1,LC09_L1TP_156039_20241219_20241219_02_T1,LC91560392024354LGN00,2024/12/19,T1,2, 156, 039, 156, 039,NADIR,   0.000,2024/12/20,2024/12/19,2024-12-19 06:20:09,2024-12-19 06:20:40,LGN,DAY,   1.21,   1.21,411,5,    7.479,    4.638,    5.868,LPGS_16.4.0,32.48997398,156.64878798,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,30°18'23.15"N,62°49'26.36"E,31°20'59.28"N,61°36'47.99"E,31°21'11.38"N,64°01'45.41"E,29°14'19.46"N,61°38'33.83"E,29°14'30.62"N,64°00'26.86"E, 30.30643,  62.82399, 31.34980,  61.61333, 31.35316,  64.02928, 29.23874,  61.64273, 29.24184,  64.00746,LC09_L2SP_156039_20241219_20241220_02_T1,LC91560392024354LGN00
LC09_L2SP_156040_20241219_20241220_02_T1,LC09_L1TP_156040_20241219_20241219_02_T1,LC91560402024354LGN00,2024/12/19,T1,2, 156, 040, 156, 040,NADIR,   0.000,2024/12/20,2024/12/19,2024-12-19 06:20:32,2024-12-19 06:21:04,LGN,DAY,   1.25,   1.25,570,5,    7.720,    4.361,    6.370,LPGS_16.4.0,33.71056887,155.99556886,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,28°52'09.98"N,62°27'03.82"E,29°54'39.35"N,61°15'05.51"E,29°55'15.56"N,63°38'06.25"E,27°47'59.17"N,61°17'11.40"E,27°48'32.40"N,63°37'20.50"E, 28.86944,  62.45106, 29.91093,  61.25153, 29.92099,  63.63507, 27.79977,  61.28650, 27.80900,  63.62236,LC09_L2SP_156040_20241219_20241220_02_T1,LC91560402024354LGN00
LC09_L2SP_156041_20241219_20241220_02_T1,LC09_L1TP_156041_20241219_20241219_02_T1,LC91560412024354LGN00,2024/12/19,T1,2, 156, 041, 156, 041,NADIR,   0.000,2024/12/20,2024/12/19,2024-12-19 06:20:56,2024-12-19 06:21:28,LGN,DAY,   0.12,   0.12,864,5,    5.993,    3.930,    4.525,LPGS_16.4.0,34.92391080,155.31946394,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,27°25'53.83"N,62°05'07.51"E,28°28'16.32"N,60°53'56.22"E,28°29'13.92"N,63°15'08.50"E,26°21'26.39"N,60°56'18.92"E,26°22'19.02"N,63°14'51.32"E, 27.43162,  62.08542, 28.47120,  60.89895, 28.48720,  63.25236, 26.35733,  60.93859, 26.37195,  63.24759,LC09_L2SP_156041_20241219_20241220_02_T1,LC91560412024354LGN00
LC09_L2SP_156042_20241219_20241220_02_T1,LC09_L1TP_156042_20241219_20241219_02_T1,LC91560422024354LGN00,2024/12/19,T1,2, 156, 042, 156, 042,NADIR,   0.000,2024/12/20,2024/12/19,2024-12-19 06:21:20,2024-12-19 06:21:52,LGN,DAY,  17.22,  19.63,1244,5,    6.168,    3.940,    4.745,LPGS_16.4.0,36.12954994,154.61830004,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,25°59'34.40"N,61°43'35.62"E,27°02'00.42"N,60°33'05.40"E,27°03'16.92"N,62°52'37.13"E,24°55'01.02"N,60°35'41.89"E,24°56'10.68"N,62°52'44.98"E, 25.99289,  61.72656, 27.03345,  60.55150, 27.05470,  62.87698, 24.91695,  60.59497, 24.93630,  62.87916,LC09_L2SP_156042_20241219_20241220_02_T1,LC91560422024354LGN00
LC09_L2SP_156043_20241219_20241220_02_T1,LC09_L1TP_156043_20241219_20241219_02_T1,LC91560432024354LGN00,2024/12/19,T1,2, 156, 043, 156, 043,NADIR,   0.000,2024/12/20,2024/12/19,2024-12-19 06:21:44,2024-12-19 06:22:16,LGN,DAY,  74.60,  78.24,543,5,    6.923,    4.631,    5.146,LPGS_16.4.0,37.32701527,153.88975175,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,24°33'11.38"N,61°22'26.26"E,25°35'32.89"N,60°12'41.11"E,25°37'05.70"N,62°30'28.69"E,23°28'24.31"N,60°15'28.40"E,23°29'48.48"N,62°30'58.25"E, 24.55316,  61.37396, 25.59247,  60.21142, 25.61825,  62.50797, 23.47342,  60.25789, 23.49680,  62.51618,LC09_L2SP_156043_20241219_20241220_02_T1,LC91560432024354LGN00
LC08_L2SP_155039_20241220_20241228_02_T1,LC08_L1TP_155039_20241220_20241227_02_T1,LC81550392024355LGN00,2024/12/20,T1,2, 155, 039, 155, 039,NADIR,  -0.001,2024/12/28,2024/12/27,2024-12-20 06:13:50,2024-12-20 06:14:22,LGN,DAY,   0.04,   0.04,521,5,    7.822,    4.623,    6.309,LPGS_16.4.0,32.43120035,156.51577100,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,30°18'22.36"N,64°23'09.89"E,31°21'25.67"N,63°12'10.55"E,31°19'51.49"N,65°35'56.62"E,29°15'42.23"N,63°11'55.14"E,29°14'15.58"N,65°32'39.91"E, 30.30621,  64.38608, 31.35713,  63.20293, 31.33097,  65.59906, 29.26173,  63.19865, 29.23766,  65.54442,LC08_L2SP_155039_20241220_20241228_02_T1,LC81550392024355LGN00
LC08_L2SP_155040_20241220_20241228_02_T1,LC08_L1TP_155040_20241220_20241227_02_T1,LC81550402024355LGN00,2024/12/20,T1,2, 155, 040, 155, 040,NADIR,  -0.001,2024/12/28,2024/12/27,2024-12-20 06:14:14,2024-12-20 06:14:46,LGN,DAY,   0.30,   0.30,744,5,    7.796,    4.556,    6.327,LPGS_16.4.0,33.64971455,155.86188315,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,28°52'10.02"N,64°00'47.20"E,29°55'01.24"N,62°50'21.91"E,29°53'55.28"N,65°12'13.93"E,27°49'06.38"N,62°50'33.43"E,27°48'05.87"N,65°09'36.25"E, 28.86945,  64.01311, 29.91701,  62.83942, 29.89869,  65.20387, 27.81844,  62.84262, 27.80163,  65.16007,LC08_L2SP_155040_20241220_20241228_02_T1,LC81550402024355LGN00
LC08_L2SP_155041_20241220_20241228_02_T1,LC08_L1TP_155041_20241220_20241227_02_T1,LC81550412024355LGN00,2024/12/20,T1,2, 155, 041, 155, 041,NADIR,  -0.001,2024/12/28,2024/12/27,2024-12-20 06:14:38,2024-12-20 06:15:10,LGN,DAY,   0.67,   0.67,653,5,    6.999,    5.182,    4.704,LPGS_16.4.0,34.86120164,155.18511052,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,27°25'53.72"N,63°38'50.86"E,28°28'42.02"N,62°29'10.10"E,28°28'01.78"N,64°49'05.16"E,26°22'36.12"N,62°29'44.81"E,26°21'59.29"N,64°47'02.44"E, 27.43159,  63.64746, 28.47834,  62.48614, 28.46716,  64.81810, 26.37670,  62.49578, 26.36647,  64.78401,LC08_L2SP_155041_20241220_20241228_02_T1,LC81550412024355LGN00
LC08_L2SP_155042_20241220_20241228_02_T1,LC08_L1TP_155042_20241220_20241227_02_T1,LC81550422024355LGN00,2024/12/20,T1,2, 155, 042, 155, 042,NADIR,  -0.001,2024/12/28,2024/12/27,2024-12-20 06:15:02,2024-12-20 06:15:34,LGN,DAY,   6.42,   6.98,1027,5,    6.345,    4.628,    4.341,LPGS_16.4.0,36.06503616,154.48315556,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,25°59'33.68"N,63°17'18.56"E,27°02'18.89"N,62°08'20.29"E,27°02'01.72"N,64°26'37.21"E,24°56'02.22"N,62°09'15.01"E,24°55'46.56"N,64°25'05.48"E, 25.99269,  63.28849, 27.03858,  62.13897, 27.03381,  64.44367, 24.93395,  62.15417, 24.92960,  64.41819,LC08_L2SP_155042_20241220_20241228_02_T1,LC81550422024355LGN00
LC08_L2SP_155043_20241220_20241228_02_T1,LC08_L1TP_155043_20241220_20241227_02_T1,LC81550432024355LGN00,2024/12/20,T1,2, 155, 043, 155, 043,NADIR,  -0.001,2024/12/28,2024/12/27,2024-12-20 06:15:26,2024-12-20 06:15:58,LGN,DAY,   3.16,  10.56,471,5,    6.510,    4.547,    4.659,LPGS_16.4.0,37.26031985,153.75402671,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,24°33'11.48"N,62°56'09.20"E,25°35'52.26"N,61°47'38.65"E,25°35'55.97"N,64°04'24.60"E,23°29'25.19"N,61°48'50.58"E,23°29'28.54"N,64°03'20.59"E, 24.55319,  62.93589, 25.59785,  61.79407, 25.59888,  64.07350, 23.49033,  61.81405, 23.49126,  64.05572,LC08_L2SP_155043_20241220_20241228_02_T1,LC81550432024355LGN00
LC09_L2SP_154038_20241221_20241222_02_T1,LC09_L1TP_154038_20241221_20241221_02_T1,LC91540382024356LGN00,2024/12/21,T1,2, 154, 038, 154, 038,NADIR,   0.000,2024/12/22,2024/12/21,2024-12-21 06:07:24,2024-12-21 06:07:56,LGN,DAY,  14.83,  14.83,671,5,    7.698,    4.980,    5.870,LPGS_16.4.0,31.16512696,157.04195262,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,31°44'31.74"N,66°17'31.24"E,32°46'26.98"N,65°00'39.92"E,32°49'43.86"N,67°30'26.93"E,30°38'08.05"N,65°06'06.23"E,30°41'09.24"N,67°32'29.36"E, 31.74215,  66.29201, 32.77416,  65.01109, 32.82885,  67.50748, 30.63557,  65.10173, 30.68590,  67.54149,LC09_L2SP_154038_20241221_20241222_02_T1,LC91540382024356LGN00
LC09_L2SP_154039_20241221_20241222_02_T1,LC09_L1TP_154039_20241221_20241221_02_T1,LC91540392024356LGN00,2024/12/21,T1,2, 154, 039, 154, 039,NADIR,   0.000,2024/12/22,2024/12/21,2024-12-21 06:07:48,2024-12-21 06:08:19,LGN,DAY,   8.06,   8.06,602,5,    8.119,    5.185,    6.248,LPGS_16.4.0,32.38904367,156.40796304,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,30°18'21.92"N,65°54'39.46"E,31°21'31.75"N,64°45'17.06"E,31°18'16.02"N,67°07'33.85"E,29°16'59.95"N,64°43'05.23"E,29°13'59.74"N,67°02'24.72"E, 30.30609,  65.91096, 31.35882,  64.75474, 31.30445,  67.12607, 29.28332,  64.71812, 29.23326,  67.04020,LC09_L2SP_154039_20241221_20241222_02_T1,LC91540392024356LGN00
LC09_L2SP_154040_20241221_20241222_02_T1,LC09_L1TP_154040_20241221_20241221_02_T1,LC91540402024356LGN00,2024/12/21,T1,2, 154, 040, 154, 040,NADIR,   0.001,2024/12/22,2024/12/21,2024-12-21 06:08:12,2024-12-21 06:08:43,LGN,DAY,   0.41,   0.41,732,5,    7.358,    4.948,    5.446,LPGS_16.4.0,33.60630957,155.75347086,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,28°52'08.72"N,65°32'17.05"E,29°55'14.16"N,64°23'24.90"E,29°52'30.18"N,66°44'01.82"E,27°50'29.72"N,64°21'46.19"E,27°47'59.17"N,66°39'37.37"E, 28.86909,  65.53807, 29.92060,  64.39025, 29.87505,  66.73384, 27.84159,  64.36283, 27.79977,  66.66038,LC09_L2SP_154040_20241221_20241222_02_T1,LC91540402024356LGN00
LC09_L2SP_154041_20241221_20241222_02_T1,LC09_L1TP_154041_20241221_20241221_02_T1,LC91540412024356LGN00,2024/12/21,T1,2, 154, 041, 154, 041,NADIR,   0.000,2024/12/22,2024/12/21,2024-12-21 06:08:35,2024-12-21 06:09:07,LGN,DAY,   0.04,   0.04,786,5,    6.426,    4.704,    4.378,LPGS_16.4.0,34.81626797,155.07601922,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,27°25'52.32"N,65°10'20.64"E,28°28'50.88"N,64°02'01.90"E,28°26'36.56"N,66°20'55.43"E,26°23'54.13"N,64°00'52.67"E,26°21'51.19"N,66°17'11.62"E, 27.43120,  65.17240, 28.48080,  64.03386, 28.44349,  66.34873, 26.39837,  64.01463, 26.36422,  66.28656,LC09_L2SP_154041_20241221_20241222_02_T1,LC91540412024356LGN00
LC09_L2SP_154042_20241221_20241222_02_T1,LC09_L1TP_154042_20241221_20241221_02_T1,LC91540422024356LGN00,2024/12/21,T1,2, 154, 042, 154, 042,NADIR,  -0.001,2024/12/22,2024/12/21,2024-12-21 06:08:59,2024-12-21 06:09:31,LGN,DAY,   0.45,   0.41,1057,5,    6.498,    4.470,    4.716,LPGS_16.4.0,36.01812936,154.37368240,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,25°59'34.08"N,64°48'48.89"E,27°02'32.14"N,63°41'04.63"E,27°00'45.07"N,65°58'22.37"E,24°57'13.68"N,63°40'21.43"E,24°55'36.05"N,65°55'15.06"E, 25.99280,  64.81358, 27.04226,  63.68462, 27.01252,  65.97288, 24.95380,  63.67262, 24.92668,  65.92085,LC09_L2SP_154042_20241221_20241222_02_T1,LC91540422024356LGN00
LC09_L2SP_154043_20241221_20241222_02_T1,LC09_L1TP_154043_20241221_20241221_02_T1,LC91540432024356LGN00,2024/12/21,T1,2, 154, 043, 154, 043,NADIR,   0.000,2024/12/22,2024/12/21,2024-12-21 06:09:23,2024-12-21 06:09:55,LGN,DAY,   6.88,   1.66,398,5,    6.026,    4.061,    4.452,LPGS_16.4.0,37.21205032,153.64397294,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,41,WGS84,WGS84,24°33'11.09"N,64°27'39.82"E,25°35'58.96"N,63°20'29.69"E,25°34'37.06"N,65°36'07.78"E,23°30'38.66"N,63°20'09.49"E,23°29'24.25"N,65°33'34.02"E, 24.55308,  64.46106, 25.59971,  63.34158, 25.57696,  65.60216, 23.51074,  63.33597, 23.49007,  65.55945,LC09_L2SP_154043_20241221_20241222_02_T1,LC91540432024356LGN00
LC08_L2SP_153035_20241222_20241228_02_T1,LC08_L1TP_153035_20241222_20241228_02_T1,LC81530352024357LGN00,2024/12/22,T1,2, 153, 035, 153, 035,NADIR,  -0.001,2024/12/28,2024/12/28,2024-12-22 05:59:54,2024-12-22 06:00:26,LGN,DAY, 100.00, 100.00,314,5,    8.713,    6.022,    6.297,LPGS_16.4.0,27.42111169,158.70476617,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,36°02'35.74"N,69°03'09.11"E,37°05'30.98"N,67°45'07.63"E,37°05'26.92"N,70°21'04.97"E,34°58'28.56"N,67°47'06.32"E,34°58'24.78"N,70°18'56.45"E, 36.04326,  69.05253, 37.09194,  67.75212, 37.09081,  70.35138, 34.97460,  67.78509, 34.97355,  70.31568,LC08_L2SP_153035_20241222_20241228_02_T1,LC81530352024357LGN00
LC08_L2SP_153036_20241222_20241228_02_T1,LC08_L1TP_153036_20241222_20241228_02_T1,LC81530362024357LGN00,2024/12/22,T1,2, 153, 036, 153, 036,NADIR,  -0.001,2024/12/28,2024/12/28,2024-12-22 06:00:18,2024-12-22 06:00:49,LGN,DAY,  86.60,  86.60,538,5,    8.461,    5.956,    6.009,LPGS_16.4.0,28.65982920,158.11913786,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,34°36'39.42"N,68°38'33.65"E,35°39'23.80"N,67°21'38.16"E,35°39'51.41"N,69°54'57.35"E,33°32'11.08"N,67°24'06.26"E,33°32'36.64"N,69°53'34.55"E, 34.61095,  68.64268, 35.65661,  67.36060, 35.66428,  69.91593, 33.53641,  67.40174, 33.54351,  69.89293,LC08_L2SP_153036_20241222_20241228_02_T1,LC81530362024357LGN00
LC08_L2SP_153037_20241222_20241228_02_T1,LC08_L1TP_153037_20241222_20241228_02_T1,LC81530372024357LGN00,2024/12/22,T1,2, 153, 037, 153, 037,NADIR,  -0.001,2024/12/28,2024/12/28,2024-12-22 06:00:42,2024-12-22 06:01:13,LGN,DAY,  72.89,  72.89,419,5,    8.107,    5.680,    5.785,LPGS_16.4.0,29.89350457,157.51910889,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,33°10'38.06"N,68°14'35.70"E,34°13'12.11"N,66°58'43.10"E,34°14'08.56"N,69°29'23.03"E,32°05'49.49"N,67°01'36.44"E,32°06'41.58"N,69°28'40.98"E, 33.17724,  68.24325, 34.22003,  66.97864, 34.23571,  69.48973, 32.09708,  67.02679, 32.11155,  69.47805,LC08_L2SP_153037_20241222_20241228_02_T1,LC81530372024357LGN00
LC08_L2SP_153038_20241222_20241228_02_T1,LC08_L1TP_153038_20241222_20241228_02_T1,LC81530382024357LGN00,2024/12/22,T1,2, 153, 038, 153, 038,NADIR,  -0.001,2024/12/28,2024/12/28,2024-12-22 06:01:06,2024-12-22 06:01:37,LGN,DAY,  73.14,  73.14,306,5,    7.710,    5.294,    5.606,LPGS_16.4.0,31.12164925,156.90250342,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,31°44'31.92"N,67°51'11.84"E,32°46'56.32"N,66°36'06.70"E,32°48'18.90"N,69°04'29.17"E,30°39'33.84"N,66°39'21.38"E,30°40'49.91"N,69°04'23.09"E, 31.74220,  67.85329, 32.78231,  66.60186, 32.80525,  69.07477, 30.65940,  66.65594, 30.68053,  69.07308,LC08_L2SP_153038_20241222_20241228_02_T1,LC81530382024357LGN00
LC08_L2SP_153039_20241222_20241228_02_T1,LC08_L1TP_153039_20241222_20241228_02_T1,LC81530392024357LGN00,2024/12/22,T1,2, 153, 039, 153, 039,NADIR,  -0.001,2024/12/28,2024/12/28,2024-12-22 06:01:29,2024-12-22 06:02:01,LGN,DAY,  49.60,  49.60,355,5,    8.060,    5.686,    5.712,LPGS_16.4.0,32.34337300,156.26753543,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,30°18'23.08"N,67°28'19.96"E,31°20'47.22"N,66°14'07.94"E,31°22'32.95"N,68°40'22.58"E,29°13'05.74"N,66°17'40.63"E,29°14'42.90"N,68°40'47.78"E, 30.30641,  67.47221, 31.34645,  66.23554, 31.37582,  68.67294, 29.21826,  66.29462, 29.24525,  68.67994,LC08_L2SP_153039_20241222_20241228_02_T1,LC81530392024357LGN00
LC08_L2SP_153040_20241222_20241228_02_T1,LC08_L1TP_153040_20241222_20241228_02_T1,LC81530402024357LGN00,2024/12/22,T1,2, 153, 040, 153, 040,NADIR,  -0.001,2024/12/28,2024/12/28,2024-12-22 06:01:53,2024-12-22 06:02:25,LGN,DAY,  15.72,  15.72,446,5,    7.600,    5.447,    5.300,LPGS_16.4.0,33.55862421,155.61186200,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,28°52'09.80"N,67°05'56.98"E,29°54'25.96"N,65°52'43.21"E,29°56'31.96"N,68°16'47.39"E,27°46'45.26"N,65°56'29.83"E,27°48'40.72"N,68°17'39.77"E, 28.86939,  67.09916, 29.90721,  65.87867, 29.94221,  68.27983, 27.77924,  65.94162, 27.81131,  68.29438,LC08_L2SP_153040_20241222_20241228_02_T1,LC81530402024357LGN00
LC08_L2SP_153041_20241222_20241228_02_T1,LC08_L1TP_153041_20241222_20241228_02_T1,LC81530412024357LGN00,2024/12/22,T1,2, 153, 041, 153, 041,NADIR,  -0.001,2024/12/28,2024/12/28,2024-12-22 06:02:17,2024-12-22 06:02:49,LGN,DAY,   5.05,   5.05,673,5,    6.589,    4.532,    4.782,LPGS_16.4.0,34.76658118,154.93338679,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,27°25'53.40"N,66°44'00.60"E,28°28'02.71"N,65°31'37.34"E,28°30'26.32"N,67°53'39.70"E,26°20'23.10"N,65°35'34.80"E,26°22'34.25"N,67°54'55.44"E, 27.43150,  66.73350, 28.46742,  65.52704, 28.50731,  67.89436, 26.33975,  65.59300, 26.37618,  67.91540,LC08_L2SP_153041_20241222_20241228_02_T1,LC81530412024357LGN00
LC08_L2SP_153042_20241222_20241228_02_T1,LC08_L1TP_153042_20241222_20241228_02_T1,LC81530422024357LGN00,2024/12/22,T1,2, 153, 042, 153, 042,NADIR,  -0.001,2024/12/28,2024/12/28,2024-12-22 06:02:41,2024-12-22 06:03:13,LGN,DAY,   2.22,   2.56,889,5,    6.860,    4.888,    4.813,LPGS_16.4.0,35.96659665,154.22988251,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,42,WGS84,WGS84,25°59'34.19"N,66°22'28.56"E,27°01'38.03"N,65°10'47.17"E,27°04'16.79"N,67°31'06.74"E,24°53'50.06"N,65°14'52.94"E,24°56'14.57"N,67°32'42.29"E, 25.99283,  66.37460, 27.02723,  65.17977, 27.07133,  67.51854, 24.89724,  65.24804, 24.93738,  67.54508,LC08_L2SP_153042_20241222_20241228_02_T1,LC81530422024357LGN00
LC08_L2SP_153043_20241222_20241228_02_T1,LC08_L1TP_153043_20241222_20241228_02_T1,LC81530432024357LGN00,2024/12/22,T1,2, 153, 043, 153, 043,NADIR,  -0.001,2024/12/28,2024/12/28,2024-12-22 06:03:05,2024-12-22 06:03:37,LGN,DAY,  10.39,   8.83,356,5,    7.477,    5.558,    5.002,LPGS_16.4.0,37.15836558,153.49895117,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,41,WGS84,WGS84,24°33'11.12"N,66°01'18.91"E,25°36'23.04"N,64°55'29.64"E,25°33'34.70"N,67°10'04.80"E,23°31'36.05"N,64°53'36.17"E,23°29'03.05"N,67°05'59.78"E, 24.55309,  66.02192, 25.60640,  64.92490, 25.55964,  67.16800, 23.52668,  64.89338, 23.48418,  67.09994,LC08_L2SP_153043_20241222_20241228_02_T1,LC81530432024357LGN00
LC09_L2SP_152034_20241223_20241224_02_T1,LC09_L1TP_152034_20241223_20241223_02_T1,LC91520342024358LGN00,2024/12/23,T1,2, 152, 034, 152, 034,NADIR,   0.000,2024/12/24,2024/12/23,2024-12-23 05:53:27,2024-12-23 05:53:59,LGN,DAY,   4.57,   4.57,702,5,    8.858,    6.462,    6.059,LPGS_16.4.0,26.15673589,159.16828662,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,37°28'28.09"N,70°59'59.21"E,38°31'45.88"N,69°43'01.38"E,38°29'02.87"N,72°20'01.61"E,36°26'21.44"N,69°41'50.42"E,36°23'50.21"N,72°14'32.50"E, 37.47447,  70.99978, 38.52941,  69.71705, 38.48413,  72.33378, 36.43929,  69.69734, 36.39728,  72.24236,LC09_L2SP_152034_20241223_20241224_02_T1,LC91520342024358LGN00
LC09_L2SP_152035_20241223_20241224_02_T1,LC09_L1TP_152035_20241223_20241223_02_T1,LC91520352024358LGN00,2024/12/23,T1,2, 152, 035, 152, 035,NADIR,  -0.001,2024/12/24,2024/12/23,2024-12-23 05:53:51,2024-12-23 05:54:23,LGN,DAY,   4.65,   4.65,688,5,    8.886,    6.139,    6.425,LPGS_16.4.0,27.39889079,158.59417489,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,36°02'36.20"N,70°34'43"E,37°05'43.40"N,69°18'42.16"E,37°03'38.45"N,71°53'09.17"E,34°59'57.23"N,69°18'12.78"E,34°58'01.45"N,71°48'37.76"E, 36.04339,  70.57861, 37.09539,  69.31171, 37.06068,  71.88588, 34.99923,  69.30355, 34.96707,  71.81049,LC09_L2SP_152035_20241223_20241224_02_T1,LC91520352024358LGN00
LC09_L2SP_152036_20241223_20241224_02_T1,LC09_L1TP_152036_20241223_20241223_02_T1,LC91520362024358LGN00,2024/12/23,T1,2, 152, 036, 152, 036,NADIR,  -0.001,2024/12/24,2024/12/23,2024-12-23 05:54:15,2024-12-23 05:54:47,LGN,DAY,   2.96,   2.96,897,5,    7.712,    5.266,    5.633,LPGS_16.4.0,28.63662316,158.00749137,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,42,WGS84,WGS84,34°36'37.91"N,70°10'07.18"E,35°39'44.39"N,68°55'05.66"E,35°38'15.04"N,71°26'46.46"E,33°33'36.83"N,68°55'13.01"E,33°32'14.17"N,71°23'07.48"E, 34.61053,  70.16866, 35.66233,  68.91824, 35.63751,  71.44624, 33.56023,  68.92028, 33.53727,  71.38541,LC09_L2SP_152036_20241223_20241224_02_T1,LC91520362024358LGN00
